,Year,Month,Day,Hour,Minute,Temperature.daily.mean..2.m.above.gnd.,Relative.Humidity.daily.mean..2.m.above.gnd.,Mean.Sea.Level.Pressure.daily.mean..MSL.,Total.Precipitation.daily.sum..sfc.,Snowfall.amount.raw.daily.sum..sfc.,Total.Cloud.Cover.daily.mean..sfc.,High.Cloud.Cover.daily.mean..high.cld.lay.,Medium.Cloud.Cover.daily.mean..mid.cld.lay.,Low.Cloud.Cover.daily.mean..low.cld.lay.,Sunshine.Duration.daily.sum..sfc.,Shortwave.Radiation.daily.sum..sfc.,Wind.Speed.daily.mean..10.m.above.gnd.,Wind.Direction.daily.mean..10.m.above.gnd.,Wind.Speed.daily.mean..80.m.above.gnd.,Wind.Direction.daily.mean..80.m.above.gnd.,Wind.Speed.daily.mean..900.mb.,Wind.Direction.daily.mean..900.mb.,Wind.Gust.daily.mean..sfc.,Temperature.daily.max..2.m.above.gnd.,Temperature.daily.min..2.m.above.gnd.,Relative.Humidity.daily.max..2.m.above.gnd.,Relative.Humidity.daily.min..2.m.above.gnd.,Mean.Sea.Level.Pressure.daily.max..MSL.,Mean.Sea.Level.Pressure.daily.min..MSL.,Total.Cloud.Cover.daily.max..sfc.,Total.Cloud.Cover.daily.min..sfc.,High.Cloud.Cover.daily.max..high.cld.lay.,High.Cloud.Cover.daily.min..high.cld.lay.,Medium.Cloud.Cover.daily.max..mid.cld.lay.,Medium.Cloud.Cover.daily.min..mid.cld.lay.,Low.Cloud.Cover.daily.max..low.cld.lay.,Low.Cloud.Cover.daily.min..low.cld.lay.,Wind.Speed.daily.max..10.m.above.gnd.,Wind.Speed.daily.min..10.m.above.gnd.,Wind.Speed.daily.max..80.m.above.gnd.,Wind.Speed.daily.min..80.m.above.gnd.,Wind.Speed.daily.max..900.mb.,Wind.Speed.daily.min..900.mb.,Wind.Gust.daily.max..sfc.,Wind.Gust.daily.min..sfc.,pluie.demain
1733,2015,2,27,0,0,4.74,80.96,1014.06,17.5,0,100,33.75,93.29,100,0,1163.23,17.13,263.96,22.9,270.25,37.78,299.07,23.15,6.35,3.95,90,57,1022.4,1008.5,100,100,100,0,100,45,100,100,26.43,7.15,32.56,8.76,54.02,16.83,32.04,11.16,FALSE
1735,2015,3,1,0,0,7.65,70.5,1012.34,2.3,0,97.25,60.79,65.79,83.62,0,1063.55,16.78,218.46,23.9,228.82,55.78,255.07,31.13,11.6,2.53,79,56,1017.6,1009.7,100,34,100,0,100,0,100,0,29.74,6.21,38.86,11.54,77.45,19.35,47.52,15.48,TRUE
1737,2015,3,3,0,0,5.7,66.96,1023.64,0.2,0,35.96,4.42,18.12,23,507.09,4124.26,15.79,247.14,22.39,255.24,41.19,266.29,26.32,10.64,0.39,86,42,1026,1021.6,100,0,62,0,100,0,100,0,26.63,4.8,32.14,4.33,63.41,26,38.52,14.04,TRUE
1739,2015,3,5,0,0,3.24,71,1034.71,0,0,24.83,0,0.71,24.12,516.49,4037.93,14.97,205.32,20.69,206.42,39.89,29.22,24.81,6.83,0.87,85,51,1037.3,1031.2,100,0,0,0,12,0,100,0,25.94,3.55,28.46,7.93,54.56,30.47,34.92,5.76,FALSE
1741,2015,3,7,0,0,6.56,64.08,1033.4,0,0,18.74,19.04,18.17,0,405.85,4179.44,11.01,114.56,18.18,113,12.2,99.47,15.7,14.11,0.78,81,43,1037.3,1030.5,100,0,100,0,100,0,0,0,15.54,7.75,22.88,12.98,15.68,8.7,23.4,9.36,FALSE
1745,2015,3,11,0,0,9.04,79.54,1028,0,0,83.04,11.04,19.04,83.04,21.57,2804.39,7.11,169.58,9.89,181.67,8.19,119.01,9.45,11.14,6.7,96,59,1029.2,1026.8,100,0,100,0,100,0,100,0,12.26,2.19,18.21,0,17.58,0,15.48,4.32,FALSE
1747,2015,3,13,0,0,5.02,71.62,1020.58,0,0,4.04,1.88,1.33,2.71,705.21,4762.39,8.65,96.56,12.23,95.03,17.87,106.31,14.96,11.18,-0.11,89,50,1024.1,1017.5,32,0,45,0,32,0,18,0,19.21,2.16,24.72,3.08,36.5,2.74,27.36,4.68,FALSE
1749,2015,3,15,0,0,5.17,78.54,1020.79,0,0,28.21,9.17,4.79,23.42,521.64,4693.86,5.72,249.79,7.66,222.29,21.37,93.38,10.76,11.31,0.25,95,62,1022.7,1018.5,100,0,53,0,28,0,100,0,14.26,0.72,27.01,0.8,32.79,10.16,16.2,5.4,FALSE
1751,2015,3,17,0,0,10.31,64.38,1022.62,0,0,10.82,20.46,7.21,0,688.34,4862.96,9.89,94.78,16.65,99.79,15.09,130.98,9.09,17.62,3.38,82,43,1024.2,1021.2,47,0,100,0,47,0,0,0,15.28,5.41,26.41,7.64,32.33,2.28,13.68,3.96,FALSE
1753,2015,3,19,0,0,10.73,82.38,1023.81,0,0,37.96,1.58,6.92,35.75,437.72,4506.07,5.46,296.54,6.25,258.41,9.44,113.47,8.45,14.57,7.4,95,67,1025.5,1022.4,100,0,24,0,46,0,100,0,11.77,1.61,13.08,1.48,24.14,2.81,15.84,2.52,FALSE
1755,2015,3,21,0,0,9.72,73.58,1017.47,2.4,0,83.85,26.42,79.17,81.08,0,2121.76,9.59,203.07,11.94,196.38,23.18,227.71,13.09,13.15,7,87,58,1020,1015,100,0,100,0,100,0,100,0,20.27,2.81,25.28,2.19,37.23,7.41,26.64,2.16,FALSE
1757,2015,3,23,0,0,8.88,71.04,1015.64,0,0,11.43,1.42,0,11.04,797.67,5275.03,4.35,178.89,7.18,169.22,8.99,214.88,8.25,13.57,4.57,87,53,1018.7,1011.6,100,0,34,0,0,0,100,0,7.9,1.02,18.12,0.72,20.52,2.28,20.16,2.16,TRUE
1759,2015,3,25,0,0,9.56,77.96,1004.05,1.3,0,98.58,54.71,98.58,91.79,0,1846.75,10.93,226.54,15.17,237.96,20.88,181.09,12.55,11.44,7.91,86,67,1006,1002.4,100,66,100,0,100,66,100,0,21.08,2.19,26.07,2.41,41.71,7.49,23.04,2.16,TRUE
1761,2015,3,27,0,0,7.52,68.12,1019.55,1,0,25.25,0,2.33,23.58,720.73,4768.62,20.38,273.01,26.22,275.4,36.76,293.57,27.03,10.94,3.99,90,50,1024.4,1012.8,100,0,0,0,50,0,100,0,27.85,12.31,30.91,22.46,57.07,27.38,33.12,19.08,TRUE
1767,2015,4,2,0,0,6.51,72.96,1020.54,6.8,0,97.67,67,95.42,76.83,0,1579.75,29.13,268.92,38.03,273.25,66.71,289.26,42.78,9.29,4.9,87,63,1025.9,1015.7,100,65,100,0,100,39,100,0,45.47,6.83,56.77,13.05,102.89,18.95,65.52,11.88,TRUE
1769,2015,4,4,0,0,6.46,91.17,1013.5,12.2,0,100,61.88,94.25,100,0,1461.38,10.78,183.86,14.42,186.14,20.05,214.23,14.37,9.08,4.36,95,84,1016.2,1010.6,100,100,100,0,100,15,100,100,19.47,2.55,24.86,2.9,37.11,5.32,25.2,5.4,FALSE
1771,2015,4,6,0,0,4.98,60.12,1027.42,0,0,2.08,0,0,2.08,697.49,5730.71,10.05,126.29,13.2,123.02,25.63,86.42,16.92,9.87,0.7,76,43,1033.3,1025,10,0,0,0,0,0,10,0,24.39,1.94,28.41,1.53,37.24,8.21,29.16,1.08,FALSE
1775,2015,4,10,0,0,14.57,55.33,1024.34,0,0,32.37,41.17,28.46,16.83,513.15,6175.71,7.8,184.55,10.21,180.24,17.63,269.95,8.34,20.12,9.21,75,30,1026.7,1020.9,100,0,100,0,100,0,100,0,16.52,2.62,18.95,1.84,28.47,3.67,15.48,1.8,TRUE
1777,2015,4,12,0,0,14.09,69.12,1029.4,0,0,42.71,27.5,20.5,36.62,412.65,5501.98,5.67,253.97,6.35,287.31,14.95,270.75,11.67,18.91,9.41,82,52,1031.3,1027.7,100,0,100,0,100,0,100,0,9.5,1.48,15.46,0.72,32.08,5.01,23.76,2.16,FALSE
1781,2015,4,16,0,0,16.12,61.5,1015.49,0.4,0,69.98,38.62,65.71,34.12,69.57,4435.76,7.9,158.22,9.32,177.96,26.18,248.4,14.74,21.21,11,87,40,1017.6,1013,100,0,100,0,100,0,100,0,17.32,3.05,21.33,0.8,38.67,7.42,27.36,6.48,TRUE
1783,2015,4,18,0,0,10.34,68.42,1019.28,6.7,0,53.96,16.88,42.62,53.96,443.28,5476.17,15.33,157.88,19.82,146.15,28.26,79.58,19.35,13.96,6.09,96,38,1021.1,1016.1,100,0,100,0,100,0,100,0,24.93,4.68,28.94,2.9,52.3,9.79,29.52,9.36,FALSE
1785,2015,4,20,0,0,11.07,61.83,1023.8,0,0,14.63,5.67,14.29,0.71,559.58,6623.38,7.45,163.45,10.48,176.06,15.8,84.09,15.54,18.56,4.8,79,45,1026,1021.4,100,0,88,0,100,0,10,0,13.44,0.36,23.77,1.44,34.25,3.56,25.56,4.68,FALSE
1787,2015,4,22,0,0,13.11,63.83,1024.72,0,0,1.88,6.25,0.04,0,834.74,6980.27,10.01,268.79,13.1,211.78,13.96,213.49,15.69,20.35,7.07,83,40,1028.6,1020.6,8.7,0,29,0,1,0,0,0,18.56,1.44,24.49,1.48,30.27,0.36,27.72,2.16,FALSE
1789,2015,4,24,0,0,13.75,56.62,1014.82,0,0,1.36,4.54,0,0,888.78,7063.93,9.75,191.6,14.41,198.61,12.5,233.55,11.51,20.55,5.35,80,37,1017.7,1011.7,28.5,0,95,0,0,0,0,0,15.08,0.51,30.31,0.36,22.51,7.41,27.72,1.08,TRUE
1791,2015,4,26,0,0,14.65,75.62,1008.73,4.6,0,95.17,67.46,83.33,84.79,0,3046.47,6.98,186.36,10.5,195.18,22.02,227.83,15.13,18.33,11.23,88,61,1012,1004.2,100,24,100,0,100,0,100,0,13.05,0.51,25.87,0.72,46.18,1.44,22.68,7.2,TRUE
1793,2015,4,28,0,0,10.48,70.88,1014.02,10.2,0,59.29,28.71,52.42,55.79,441.83,3880.4,16.7,309.67,20.86,290.42,28.95,301.69,19.89,13.64,8.18,95,41,1021,1002.9,100,0,100,0,100,0,100,0,26.32,2.97,33.12,5.12,56.89,16.28,31.32,10.8,FALSE
1795,2015,4,30,0,0,12.56,60.54,1016.38,0.7,0,94.04,52.21,92.79,53.08,43.4,4947.51,11.19,258.88,15.21,264.33,26.9,266.22,22.35,15.43,8.74,72,49,1018.4,1013.8,100,43,100,0,100,43,100,0,16.7,5.19,22.96,8.21,36.8,13.68,29.16,14.76,TRUE
1797,2015,5,2,0,0,12.69,84.62,1011.05,5,0,94.67,42.62,45.21,81.79,74.04,3705.07,6.37,249.36,7.71,270.76,29.38,267.73,16.55,17.17,8.94,96,66,1013,1005.3,100,23,100,0,100,0,100,10,19.3,0.36,27.24,0.36,65.41,5.09,35.64,4.32,TRUE
1799,2015,5,4,0,0,18.3,78.04,1009.88,1.8,0,87.25,56.88,77.5,61.88,77.16,3520.84,10.48,158.95,14.81,172.22,24.17,207.21,19.53,22.48,14.71,94,52,1012,1006.1,100,4,100,0,100,4,100,0,17.38,3.08,30.38,5.86,48.11,8.7,36.72,7.2,TRUE
1801,2015,5,6,0,0,14.93,61.21,1016.59,0,0,45.42,0,25.71,45.42,651.6,5938.08,11.78,257.09,15.7,262.35,26.05,269.41,23.8,18.26,11.7,86,44,1019.9,1013.3,100,0,0,0,100,0,100,0,18.58,4.38,23.58,5.35,44.01,14.04,33.84,11.88,FALSE
1803,2015,5,8,0,0,16.71,63.21,1015.43,3.6,0,53.29,39.25,47.46,29.46,388.6,6470.3,8.4,167.03,11.38,176.31,15.02,210.19,12.3,23.55,10.01,79,41,1018.2,1012.4,100,0,100,0,100,0,100,0,18.18,1.3,26.68,2.19,39.36,2.1,30.96,3.6,TRUE
1805,2015,5,10,0,0,16.07,63.21,1026.45,0,0,13.52,11.33,0.04,11.33,786.88,7309.57,5.72,181.24,6.73,197.66,13,232.98,10.62,21.86,9.43,83,42,1027.9,1024.6,100,0,30,0,1,0,100,0,10.23,1.3,16.77,0.36,36.7,2.41,26.28,2.52,FALSE
1807,2015,5,12,0,0,22.24,57.67,1019.42,0,0,29.96,71.96,18.04,0.42,592.1,7282.87,8.61,176.85,11.94,186.94,26.52,255.87,13.09,28.79,15.39,76,34,1021.4,1017.2,100,0.9,100,3,100,0,10,0,20.36,1.02,26.08,0.36,54.33,9.01,30.24,2.88,TRUE
1809,2015,5,14,0,0,18.29,65.62,1011.44,1.1,0,89.71,39.25,57.58,55.83,25.53,5845.52,18.75,276.3,24.37,276.03,37.95,275.38,27.42,21.09,15.17,87,53,1013.3,1008,100,0,100,0,100,0,100,0,24.54,11.77,35.71,17.41,72.47,20.97,36,18.36,TRUE
1811,2015,5,16,0,0,14.34,73.54,1021.92,0,0,49.37,7.21,7.46,42.46,593.41,7438.62,11.96,296.75,14.17,299.85,22.83,176.94,15.42,20.84,8.35,96,47,1025.4,1017.1,100,0,91,0,85,0,100,0,21.86,6.7,26.54,5.4,50.38,13.04,24.48,8.28,TRUE
1813,2015,5,18,0,0,16.15,70.79,1014.13,0,0,20.98,3.88,4.62,18.25,601.64,7024.77,6.33,259.31,8.54,257.96,14.26,271.68,15.43,22.46,10.48,89,54,1021.1,1007.8,100,0,39,0,32,0,100,0,14.08,0.72,20.87,0,40.96,6.49,28.8,3.24,FALSE
1817,2015,5,22,0,0,12.67,62.83,1024.2,0,0,68.17,18.25,15.92,58.58,213.29,6839.65,8.89,159.22,10.49,136.45,20.4,40.11,19.35,18.75,7.15,83,38,1027.4,1019.9,100,0,100,0,100,0,100,0,17.65,3.55,23.01,1.02,34.85,9.57,27,8.28,FALSE
1819,2015,5,24,0,0,15.31,72.62,1017.39,0,0,45.38,0,0,45.38,690,5979.02,7.06,310.8,9.54,244.65,18.73,54.34,12.36,19.32,10.59,89,58,1018.3,1016.3,100,0,0,0,0,0,100,0,16.24,0.36,20.53,0.8,31.53,6.99,18,4.32,TRUE
1821,2015,5,26,0,0,12.21,79.46,1017.78,0.2,0,74.79,0,7.38,72.58,232.34,4596.85,15.34,337.31,19.73,342.42,25.08,251.05,18.59,14.57,9.47,95,64,1022.7,1014.9,100,10,0,0,100,0,100,2,21.75,7.29,25.92,12.41,31.45,16.3,25.2,12.24,FALSE
1823,2015,5,28,0,0,15.6,57.96,1017.71,0,0,14,18.33,8.54,4.83,816.16,8164.86,8.66,227.72,10.12,230.34,16.2,240.97,12.6,22.33,8.42,77,36,1021.2,1014.7,100,0,100,0,45,0,100,0,18.64,1.8,21.19,1.94,30.02,1.8,22.68,2.16,TRUE
1825,2015,5,30,0,0,15.53,67.08,1015.81,0.7,0,62.75,43.5,49.21,40,147.83,6644.74,14.17,263.42,18.22,274.29,31.12,273.87,23.79,18.28,11.51,77,56,1018.5,1013.3,100,4.8,100,0,100,0,100,0,23.4,4.1,25.15,7.7,46.4,16.56,29.88,9.36,FALSE
1829,2015,6,3,0,0,21.27,61.96,1021.97,0,0,16.5,27.21,0,8.33,795.44,8035.81,9.13,247.17,9.94,270.63,19.73,281.9,15.6,25.25,15.19,78,44,1023.8,1019.4,100,0,100,0,0,0,100,0,17.87,2.1,18.53,1.8,32.67,2.41,23.04,8.64,FALSE
1833,2015,6,7,0,0,20.68,75.12,1024.53,1.7,0,40.66,26.5,25.42,25.38,362.38,5765.42,7.97,223.77,9.13,202.39,13.04,82.83,10.32,25.21,15.44,93,61,1025.7,1022.9,100,0,100,0,100,0,100,0,16.12,1.53,16.92,1.02,18.49,5,16.92,4.68,TRUE
1835,2015,6,9,0,0,15.79,77.75,1020.1,0,0,73.99,4.67,1.25,72.67,241.41,3576.02,12.28,233.35,15.55,236,20.72,79.46,14.58,20.56,12.38,95,56,1021.3,1018.9,100,0,93,0,30,0,100,0,20.96,6.88,23.47,6.12,40.69,6.29,21.24,9,TRUE
1837,2015,6,11,0,0,22,66.42,1016.34,0,0,4.08,9.29,0.04,1.29,859.66,7853.36,6.6,111.15,8.42,106.51,9.82,96.83,9.13,27.2,16.37,88,48,1019.2,1012.3,10,0,31,0,1,0,10,0,11.88,1.44,20.72,0.8,18.79,2.1,17.64,2.88,TRUE
1839,2015,6,13,0,0,20.51,71.71,1011.86,19.3,0,43.34,19.08,31.5,33.38,779.87,7467.99,5.16,147.65,6.73,149.53,12.55,198.62,11.62,24.64,16.33,90,54,1012.8,1010.4,100,0,64,0,100,0,100,0,9.57,1.44,17.76,1.14,29.46,2.81,21.6,6.48,TRUE
1841,2015,6,15,0,0,17.21,89.04,1014.33,14.1,0,97.83,80.17,94.83,92.46,1.91,2889.83,5,191.93,6.63,207.46,8.25,251.74,6.32,19.15,15.52,97,78,1017,1011.9,100,60,100,25,100,60,100,30,12.98,0.36,18.73,0.72,18.45,1.08,12.6,1.08,TRUE
1843,2015,6,17,0,0,15.95,70.21,1022.1,0,0,33.61,2.21,2.08,31.46,772.46,7790.17,9.92,223.04,12.6,153.12,15.92,101.32,12.13,21.35,9.28,92,53,1023.7,1020.4,100,0,14,0,50,0,100,0,18.06,2.88,20.6,6.12,24.13,6.88,16.56,4.68,TRUE
1845,2015,6,19,0,0,15.94,68.25,1018.66,0,0,73.2,36.62,44.58,61.79,365.78,7152.93,13.96,320,17.68,323.06,21.83,287.85,18.87,19.62,11.53,93,50,1020.8,1017.5,100,10,100,0,100,0,100,0,19.06,10.08,26.76,9.96,31.36,11.18,29.16,11.88,TRUE
1849,2015,6,23,0,0,14.93,67.12,1014.44,0,0,39.21,13.04,16.88,39.21,752.47,6855.67,16.35,295.91,20.02,299.4,29.02,297.89,24.39,18.11,11.44,92,49,1019.6,1007.4,100,0,100,0,100,0,100,0,21.19,4.21,27.4,9,61.61,12.5,41.04,11.52,FALSE
1851,2015,6,25,0,0,19.58,59.08,1021.92,0,0,21.23,31.46,17.62,1.67,697.26,7974.4,5.79,213.84,6.93,216.73,6.12,245.95,6.97,24.52,13.4,79,41,1023,1021,100,0,100,0,100,0,10,0,10.31,2.9,13.66,2.19,12.14,0.8,12.24,1.8,FALSE
1853,2015,6,27,0,0,21.7,59.12,1017.97,0.9,0,49.67,2.33,28.33,25.83,524.17,5614.12,11.93,220.19,13.93,226.87,23.69,271.21,17.31,27.49,18.2,69,43,1020.8,1015.2,100,0,29,0,100,0,100,0,26.11,1.48,30.66,0.36,38.55,3.88,32.04,3.96,FALSE
1855,2015,6,29,0,0,23.04,56.92,1020.42,0,0,13.72,30.67,6.83,0.42,795.25,8024.24,4.49,217.36,5.64,225.68,6.83,284.58,6.99,28.57,16.75,75,39,1021.5,1019.3,100,2.7,100,9,100,0,10,0,8.79,0,11.62,0.36,9.42,4.68,11.88,2.52,FALSE
1857,2015,7,1,0,0,26.29,56.88,1017.76,0,0,0,0,0,0,958.77,8120.36,9.04,105.25,13.87,102.83,10.26,117.24,11.76,32.85,18.8,80,32,1018.8,1016.4,0,0,0,0,0,0,0,0,13.2,5.8,25.19,5.15,25.92,1.8,20.16,4.32,FALSE
1863,2015,7,7,0,0,27.9,60.88,1012.44,2.1,0,11.45,12.08,9.96,8.79,818.45,7317.58,8.58,221.75,12.41,228.62,20.18,242.83,19.2,35.12,19.33,90,37,1017.7,1008.4,100,0,100,0,66,0,100,0,17.65,1.08,29.26,2.9,45.53,8.4,35.28,3.6,TRUE
1865,2015,7,9,0,0,18.68,58.17,1019.7,0,0,7.92,0,0,7.92,812.36,7839.12,13.8,244.75,18.5,246.61,27.75,248.69,20.8,22.38,14.52,75,44,1022.2,1017.8,100,0,0,0,0,0,100,0,20.95,5.35,23.94,14.06,45.05,16.78,28.8,16.92,FALSE
1869,2015,7,13,0,0,22.13,58.17,1019.2,0,0,62.09,46.5,31.04,59.12,389.76,6170.37,7.79,222.84,9.19,216.86,13.4,279.45,11.25,25.98,18.47,69,46,1020,1018.1,100,0,100,0,100,0,100,0,17.78,0.51,19.19,0.8,21.52,2.55,20.88,1.08,FALSE
1873,2015,7,17,0,0,27.63,48.46,1016.03,0,0,10.79,16.29,8.25,0,722.24,7606.83,7.74,185.69,7.77,191.02,24.05,244.58,11.43,33.65,21.19,74,26,1017.2,1014.9,100,0,100,0,100,0,0,0,15.27,0.72,15.27,1.14,52.29,5.15,15.48,3.96,TRUE
1875,2015,7,19,0,0,24.75,64.67,1013.22,2.1,0,45.09,23.38,41.12,15,493.94,5719.14,14.17,210.42,20.45,208.2,27.63,237.63,22.49,31.03,19.26,88,41,1016.1,1011.6,100,0,100,0,100,0,100,0,28.52,0.72,31.81,3.1,42.86,6.16,38.52,8.64,FALSE
1877,2015,7,21,0,0,26.36,56.88,1015.52,0,0,0.42,0,0,0.42,868.46,7693.16,4.32,215.18,4.15,260.42,8.18,282.03,7.05,32.12,19.48,75,41,1017.3,1013.7,10,0,0,0,0,0,10,0,7.75,0.51,9.57,0.36,17.81,0.8,12.96,1.44,TRUE
1879,2015,7,23,0,0,21.31,75.21,1016.1,2.8,0,87.5,22.04,29.17,72.42,180,4459.79,11.34,250.03,13.98,258.91,15.8,238.82,13.38,23.77,18.66,91,60,1018.2,1013.8,100,0,100,0,100,0,100,0,20.42,2.55,23.58,3.89,38.05,2.52,24.48,6.48,TRUE
1881,2015,7,25,0,0,20.34,60.42,1011.71,5.6,0,24.86,13.67,12.92,19.83,745.04,7187.64,21.45,252.79,27.66,257.47,46.24,263.23,32.92,22.47,16.38,84,43,1018.2,1006.6,100,0,100,0,100,0,100,0,38.52,4.51,43.93,9,61.51,27.07,47.88,11.52,TRUE
1883,2015,7,27,0,0,19.21,61.5,1008.95,0.2,0,40.95,10.5,5.42,38.62,640.17,7566.78,21.82,237.69,27.34,243.85,50.37,261.25,34.15,23.27,15.26,85,43,1010,1007,100,0,37,0,100,0,100,0,31.04,4.51,34.68,4.61,72.61,39.05,41.76,20.52,FALSE
1885,2015,7,29,0,0,17.02,68.29,1011.77,1.8,0,72.33,9.88,44.42,71.92,226.85,3004.64,10.16,238.99,13.68,249.67,26.92,274.05,18.64,19.03,15.12,84,55,1014.8,1009.6,100,0,100,0,100,0,100,0,17.65,0.8,20.35,1.61,44.01,16.86,25.92,8.64,FALSE
1887,2015,7,31,0,0,17.7,57.67,1015.56,0,0,37.09,28.54,36.25,0,530.33,7144.03,8.89,128.16,10.42,107.53,19.68,76.86,13.59,24.52,9.86,81,34,1018.9,1011.5,100,0,100,0,100,0,0,0,18.45,1.14,20.24,1.94,29.94,7.9,26.28,2.16,TRUE
1889,2015,8,2,0,0,21.73,66.96,1017.82,0,0,44.25,2.96,0.17,44.17,627.13,7044.35,9.3,147.26,11.77,152.85,15.73,88.84,13.63,27.26,17.13,88,44,1019.5,1015.9,100,0,38,0,4,0,100,0,18.1,3.98,20.77,2.88,31.49,1.61,24.48,5.04,FALSE
1891,2015,8,4,0,0,21.91,70.29,1015.97,1.9,0,42.36,31.75,35.25,15.75,351.49,4648.47,9.91,221.93,14.26,225.43,23.64,241.62,16.5,25.76,17.5,85,49,1018.6,1013.9,100,0,100,0,100,0,100,0,23.22,0.8,29.04,1.3,49.9,11.25,28.8,6.12,FALSE
1893,2015,8,6,0,0,27.24,54.5,1015.1,0,0,3.94,8.79,1.67,1.67,907.77,7102.2,7.91,142.13,10.28,144.24,14.95,214.97,9.09,34.3,18.93,82,27,1016.2,1014.3,10,0,24,0,10,0,10,0,11.97,1.61,17.07,1.08,32.85,5.09,17.64,2.16,FALSE
1895,2015,8,8,0,0,27.78,47.67,1016.04,0.7,0,19.47,22.83,17.71,13.54,782.96,6925.98,12.66,215.29,14.53,203.87,27.04,183.53,17.01,32.51,23.36,78,39,1018.5,1014.3,100,0,100,0,100,0,100,0,28.8,2.9,33.87,0.72,38.01,11.52,25.2,8.64,TRUE
1897,2015,8,10,0,0,21.79,78.71,1015.52,3.4,0,41.19,15.17,35.46,27.42,409.86,4166.09,7.47,273.72,9.11,289.19,10.25,159.66,9.15,25.29,18.46,92,63,1017.4,1014.6,100,0,100,0,100,0,100,0,14.57,0.72,15.35,0.72,15.86,3.62,12.6,4.68,FALSE
1899,2015,8,12,0,0,25.48,64.38,1017.55,0,0,1.61,1.21,0,1.25,911.53,6813.84,6.55,104.88,8.64,94.89,13.15,90.55,8.88,30.93,19.82,87,42,1018.6,1016.7,10,0,17,0,0,0,10,0,12.25,2.9,15.54,4.84,21.97,5.4,13.32,4.32,TRUE
1901,2015,8,14,0,0,21.4,73.92,1011.06,1.2,0,69.58,29.46,59.96,38.21,302.35,4189.23,7.31,198.16,9.92,213.93,12.01,242.47,10.86,26.06,18.01,91,52,1014.5,1009,100,1,100,0,100,0,100,0,16.62,0.51,20.62,1.53,24.5,2.19,20.16,2.16,TRUE
1903,2015,8,16,0,0,15.99,83.54,1013.77,1.4,0,88.67,58.33,58.33,88.67,160.21,2633.51,9.12,295.04,11.93,300.18,16.99,311.01,11.95,18.65,14.1,94,71,1015.3,1013.1,100,10,100,0,100,0,100,10,13.28,1.94,19.65,1.61,24.29,11.17,16.92,3.96,FALSE
1905,2015,8,18,0,0,17.69,57.5,1014.78,0,0,6.36,3.79,3.5,4.33,855.2,6696.36,6.62,263.83,8.37,261.13,13.54,309.23,10.53,22.65,11.5,73,41,1017.1,1013.2,42,0,29,0,42,0,42,0,11.37,0.8,23.4,0.36,18.21,6.37,22.32,3.96,FALSE
1909,2015,8,22,0,0,19.76,60.83,1017.67,0,0,0.24,0.79,0,0,836.06,6590.45,11.57,110.24,16.94,108.56,17.81,98.48,16.03,26.28,12.85,81,38,1021.3,1013.4,4.5,0,15,0,0,0,0,0,15.73,7.75,23.91,10.54,22.38,12.98,21.6,10.8,TRUE
1911,2015,8,24,0,0,17.57,79.67,1008,7.3,0,84.33,24.96,80.12,75.12,40.85,2079.93,14.87,162.8,21.74,167.74,38.54,232.59,27.12,21.37,15.71,94,55,1012.7,1005.7,100,0,100,0,100,0,100,0,21.38,3.6,28.98,3.32,66.72,13.18,40.68,11.52,FALSE
1913,2015,8,26,0,0,20.14,55.71,1017.34,0,0,1.16,3.88,0,0,756.46,6429.36,12.25,122.25,15.55,132.04,16.68,204.48,12.99,27.59,12.64,81,37,1020.2,1013.9,3.6,0,12,0,0,0,0,0,16.78,7.15,22.24,9.45,23.22,7.15,25.2,4.32,FALSE
1915,2015,8,28,0,0,25.92,46,1016.31,0,0,18.29,5.58,16.67,0.83,718.32,6106.29,6.75,189.06,8.63,231.77,31.67,264.96,18.01,30.93,21.08,65,35,1019.5,1012.9,100,0,16,0,100,0,10,0,15.27,0.36,25.23,0.8,72.56,4.38,35.28,8.64,FALSE
1917,2015,8,30,0,0,27.22,52.5,1018.18,0,0,8.25,0,8.25,0.83,745.67,6078.7,5.29,220.01,5.78,242.53,14.99,260.28,7.89,32.33,22.16,80,29,1019.6,1016.6,96,0,0,0,96,0,10,0,11.09,0.8,11.09,0.8,30.1,6.13,14.4,3.24,FALSE
1919,2015,9,1,0,0,20.83,65.42,1013.3,5.4,0,68.07,64.08,50.54,43.54,118.66,2826.64,16.43,225.7,21.48,234.17,40.63,268.14,27.38,25.76,15.6,87,45,1017.5,1010.6,100,6,100,0,100,0,100,0,45.35,1.08,56.98,2.9,75.68,17.34,55.44,12.6,FALSE
1921,2015,9,3,0,0,16.79,66.17,1015.02,0.4,0,61.08,6.04,23.62,47.21,268.24,4058.4,6.44,238.3,8.02,253.8,11.63,282.11,12.51,19.65,12.56,82,48,1016.4,1013.7,100,10,91,0,100,0,100,0,10.16,0.51,15.55,0.72,19.26,5.8,18,4.32,FALSE
1925,2015,9,7,0,0,13.63,61.33,1026.04,0,0,31.17,0,0,31.17,723.36,5841.96,8.38,168.25,11.04,151.12,11.7,134.65,12.81,18.64,8.41,77,45,1027.5,1024.6,100,0,0,0,0,0,100,0,19.08,0.8,22.96,0.36,20.63,7.28,23.4,1.8,FALSE
